text1,text2,label
Cuisiner des légumes,Cuisiner un rôti,1
Demander un crédit,Gérer son budget,1
Faire de la photographie,Jouer du violon,1
Payer ses factures,Investir en bourse,1
Retourner un produit,Faire une présentation,0
Animer une discussion,Demander un crédit,0
Courir un marathon,Jouer au football,1
Organiser une formation,Faire une présentation,1
Préparer une salade,Jouer de la guitare,0
Peindre un mur,Planter des fleurs,1
Préparer une salade,Utiliser un scooter,0
Développer une application,Installer un logiciel,1
Ranger la maison,Installer une étagère,1
Payer ses factures,Rédiger une lettre,0
Jouer au basketball,Comparer les prix,0
Cuisiner un rôti,Cuire du riz,1
Jouer du violon,Créer un dessin,1
Réparer un meuble,Faire du vélo,0
Organiser une formation,Faire du tutorat,1
Planter des fleurs,Demander un crédit,0
Jouer du violon,Envoyer un email,0
Installer une étagère,Réparer un meuble,1
Faire du ski,Négocier un contrat,0
Monitorer un système,Jouer du violon,0
Organiser une formation,Faire du tutorat,1
Utiliser un taxi,Conduire une moto,1
Utiliser un taxi,Conduire un tracteur,1
Faire du vélo,Manger équilibré,0
Éplucher des légumes,Gérer son budget,0
Improviser au piano,Prendre la parole,0
Animer une discussion,Corriger des copies,1
Éplucher des légumes,Nettoyer la maison,0
Faire une tarte,Prendre l'avion,0
Organiser une formation,Faire de l'auto-stop,0
Préparer une leçon,Corriger des copies,1
Utiliser un taxi,Configurer un réseau,0
Négocier un prix,Gérer son budget,1
Peindre à l'aquarelle,Sculpter une statue,1
Cuire du riz,Préparer un smoothie,1
Organiser une formation,Prendre le train,0
Envoyer un email,Passer un appel,1
Faire une présentation,Superviser des élèves,1
Conduire une trottinette,Écrire un message,0
Peindre un mur,Conduire une moto,0
Chanter une chanson,Peindre un tableau,1
Faire de la photographie,Créer une œuvre,1
Laver les vitres,Tailler les arbres,1
Dormir suffisamment,Faire de la randonnée,0
Gérer le stress,Préparer un smoothie,0
Faire du ski,Jouer au tennis,1
Faire une présentation,Donner un cours,1
Faire de la randonnée,Faire du vélo,1
Conduire une trottinette,Écrire une chanson,0
Entretenir le jardin,Planter des fleurs,1
Prendre l'air frais,Faire un bilan de santé,1
Jouer au volleyball,Jouer au tennis,1
Préparer un smoothie,Cuire du riz,1
Épargner de l'argent,Peindre à l'aquarelle,0
Prendre des vitamines,Faire un massage,1
Jouer au basketball,Faire du jogging,1
Faire de la photographie,Conduire une moto,0
Préparer un examen,Organiser une formation,1
Jouer au volleyball,Monitorer un système,0
Faire griller de la viande,Préparer un gâteau,1
Développer une application,Créer un dessin,0
Entretenir le jardin,Faire un massage,0
Prendre des vitamines,Prendre la parole en public,0
Animer une réunion,Interviewer quelqu'un,1
Écrire un message,Passer un appel,1
Donner des conseils,Monitorer un système,0
Tondre la pelouse,Nager en piscine,0
Acheter des vêtements,Comparer les prix,1
Conduire une voiture,Prendre le métro,1
Faire de la randonnée,Faire de l'escalade,1
Faire de la musculation,Préparer une leçon,0
Faire la vaisselle,Planter des fleurs,1
Animer un atelier,Faire de la maintenance,0
Faire de l'auto-stop,Faire de la danse,0
Aller chez le dentiste,Faire du stretching,1
Animer une réunion,Faire du pain,0
Animer un atelier,Courir un marathon,0
Faire du networking,Jouer de la batterie,0
Conduire une voiture,Faire le ménage,0
Faire de la photographie,Improviser au piano,1
Jouer au football,Animer une réunion,0
Réparer un ordinateur,Faire de la danse,0
Faire du stretching,Peindre à l'aquarelle,0
Faire de la musculation,Faire du networking,0
Conduire un camion,Utiliser un taxi,1
Improviser au piano,Jouer de la batterie,1
Réparer un meuble,Tondre la pelouse,1
Peindre un mur,Jouer du violon,0
Faire griller de la viande,Gérer le stress,0
Peindre un mur,Faire cuire des pâtes,0
Préparer une leçon,Animer un atelier,1
Écrire une chanson,Composer une chanson,1
Configurer un réseau,Installer un logiciel,1
Ranger la maison,Faire le ménage,1
Conduire une trottinette,Marcher en ville,1
Faire une présentation,Organiser une formation,1
Improviser au piano,Peindre à l'aquarelle,1
Boire beaucoup d'eau,Faire de la méditation,1
Faire du stretching,Gérer le stress,1
Arroser les plantes,Ranger la maison,1
Nager en piscine,Faire de l'escalade,1
Créer une base de données,Automatiser une tâche,1
Faire les courses,Faire une présentation,0
Envoyer un email,Planter des fleurs,0
Évaluer des étudiants,Superviser des élèves,1
Utiliser un scooter,Prendre le métro,1
Chanter une chanson,Créer un dessin,1
Organiser un placard,Superviser des élèves,0
Déployer une application,Manger équilibré,0
Retourner un produit,Enseigner les mathématiques,0
Préparer un examen,Faire une présentation,1
Prendre le train,Jouer de la batterie,0
Écrire un message,Conduire une trottinette,0
Dormir suffisamment,Faire de la méditation,1
Enseigner les mathématiques,Ouvrir un compte,0
Prendre soin de sa peau,Faire de la physiothérapie,1
Faire de l'exercice,Pratiquer la relaxation,1
Tester un programme,Demander un crédit,0
Monitorer un système,Automatiser une tâche,1
Marcher en ville,Conduire un camion,1
Réparer un meuble,Entretenir le jardin,1
Nager en piscine,Expliquer un concept,0
Déployer une application,Faire de la maintenance,1
Utiliser un scooter,Faire une présentation,0
Prendre la parole,Organiser une conférence,1
Faire une tarte,Réparer un meuble,0
Laver les vitres,Jouer du violon,0
Rédiger un rapport,Organiser une conférence,1
Préparer une soupe,Pratiquer la relaxation,0
Corriger des copies,Préparer une leçon,1
Tester un programme,Réparer un ordinateur,1
Présenter un projet,Jouer du piano,0
Conduire une voiture,Conduire un camion,1
Faire du jogging,Jouer de la batterie,0
Négocier un prix,Cuisiner des légumes,0
Réparer un ordinateur,Jouer au football,0
Écrire une chanson,Optimiser un système,0
Envoyer un email,Courir un marathon,0
Nettoyer la maison,Donner des conseils,0
Marcher en ville,Épargner de l'argent,0
Acheter des vêtements,Calculer ses dépenses,1
Pratiquer la boxe,Faire griller de la viande,0
Enseigner une langue,Donner des conseils,1
Rédiger une lettre,Faire une tarte,0
Jouer du piano,Créer un dessin,1
Conduire une trottinette,Prendre le train,1
Monitorer un système,Organiser une formation,0
Faire du stretching,Prendre soin de sa peau,1
Entretenir le jardin,Enseigner les mathématiques,0
Préparer un examen,Évaluer des étudiants,1
Conduire un tracteur,Conduire une voiture,1
Manger équilibré,Consulter un médecin,1
Faire une omelette,Préparer un dessert,1
Faire une présentation,Créer un cours,1
Prendre l'avion,Faire du tutorat,0
Faire de la physiothérapie,Faire un bilan de santé,1
Écrire un message,Expliquer un concept,0
Prendre soin de sa peau,Jouer au volleyball,0
Modérer un débat,Passer un appel,1
Faire de l'exercice,Consulter un médecin,1
Faire de la musculation,Jouer au football,1
Préparer un plat,Cuisiner un rôti,1
Organiser un placard,Prendre le train,0
Jouer au tennis,Jouer au basketball,1
Consulter un médecin,Gérer le stress,1
Prendre le métro,Prendre le train,1
Enseigner les mathématiques,Manger équilibré,0
Prendre l'avion,Programmer en Python,0
Faire du jogging,Faire de l'escalade,1
Faire une présentation,Préparer un plat,0
Présenter un projet,Faire un discours,1
Rédiger une lettre,Passer un appel,1
Nettoyer la maison,Jouer de la batterie,0
Gérer le stress,Prendre des vitamines,1
Manger équilibré,Faire un massage,1
Jouer au volleyball,Modérer un débat,0
Retourner un produit,Écrire un message,0
Préparer un gâteau,Cuire du riz,1
Faire du networking,Rédiger un rapport,1
Composer une chanson,Dessiner un portrait,1
Faire un bilan de santé,Jouer de la guitare,0
Enseigner une langue,Installer une étagère,0
Sculpter une statue,Faire du jogging,0
Modérer un débat,Installer une étagère,0
Préparer un examen,Superviser des élèves,1
Créer un algorithme,Sécuriser un serveur,1
Jouer du piano,Conduire une trottinette,0
Rédiger un rapport,Prendre la parole en public,1
Monitorer un système,Déployer une application,1
Improviser au piano,Faire de l'exercice,0
Comparer les prix,Boire beaucoup d'eau,0
Préparer un dessert,Faire une présentation,0
Nager en piscine,Automatiser une tâche,0
Prendre un bus,Analyser des données,0
Acheter des vêtements,Comparer les prix,1
Utiliser un vélo électrique,Négocier un prix,0
Négocier un prix,Chanter une chanson,0
Prendre un ferry,Dormir suffisamment,0
Jouer du piano,Faire une sauce,0
Utiliser un taxi,Faire une sauce,0
Arroser les plantes,Faire du networking,0
Acheter des vêtements,Animer un atelier,0
Laver les vitres,Ranger la maison,1
Évaluer des étudiants,Animer une discussion,1
Peindre à l'aquarelle,Créer un dessin,1
Faire un discours,Aller chez le dentiste,0
Conduire un tracteur,Nager en piscine,0
Préparer un examen,Évaluer des étudiants,1
Envoyer un email,Faire une sauce,0
Jouer au volleyball,Jouer au football,1
Conduire une trottinette,Conduire un tracteur,1
Demander un crédit,Faire une tarte,0
Jouer du piano,Utiliser un taxi,0
Prendre un bus,Modérer un débat,0
Conduire un tracteur,Prendre un bus,1
Organiser une formation,Expliquer un concept,1
Prendre l'air frais,Faire de la physiothérapie,1
Interviewer quelqu'un,Calculer ses dépenses,0
Éplucher des légumes,Faire du vélo,0
Rédiger un rapport,Préparer un smoothie,0
Configurer un réseau,Utiliser un scooter,0
Créer un algorithme,Installer un logiciel,1
Passer un appel,Organiser une conférence,1
Prendre soin de sa peau,Prendre un bus,0
Calculer ses dépenses,Laver les vitres,0
Dessiner un portrait,Faire une présentation,0
Calculer ses dépenses,Ouvrir un compte,1
Faire du tutorat,Faire de la méditation,0
Faire de la musculation,Faire du vélo,1
Faire du networking,Prendre la parole,1
Faire ses comptes,Gérer ses finances,1
Faire de la randonnée,Faire du jogging,1
Conduire un tracteur,Présenter un projet,0
Cuisiner un rôti,Animer un atelier,0
Acheter en ligne,Organiser un placard,0
Consulter un médecin,Gérer le stress,1
Faire le ménage,Laver les vitres,1
Épargner de l'argent,Gérer son budget,1
Faire de l'exercice,Faire de la méditation,1
Utiliser un scooter,Faire un discours,0
Gérer le stress,Faire un bilan de santé,1
Aller chez le dentiste,Faire de la physiothérapie,1
Faire de l'exercice,Préparer une soupe,0
Négocier un prix,Tailler les arbres,0
Planter des fleurs,Réparer une fuite,1
Faire de l'exercice,Conduire un tracteur,0
Faire du vélo,Préparer un examen,0
Donner des conseils,Préparer un examen,1
Négocier un prix,Prendre soin de sa peau,0
Automatiser une tâche,Faire un bilan de santé,0
Prendre le train,Prendre un ferry,1
Programmer en Python,Dormir suffisamment,0
Jouer du piano,Créer une œuvre,1
Créer un site web,Optimiser un système,1
Écrire une chanson,Chanter une chanson,1
Peindre un tableau,Créer un dessin,1
Prendre l'air frais,Faire un massage,1
Courir un marathon,Faire de la randonnée,1
Composer une chanson,Écrire une chanson,1
Faire un massage,Corriger des copies,0
Organiser une conférence,Présenter un projet,1
Ouvrir un compte,Préparer un plat,0
Prendre la parole,Envoyer un email,1
Animer un atelier,Animer une discussion,1
Chanter une chanson,Peindre un tableau,1
Interviewer quelqu'un,Optimiser un système,0
Nager en piscine,Programmer en Python,0
Préparer un plat,Prendre la parole en public,0
Rédiger un rapport,Rédiger une lettre,1
Prendre le métro,Faire du vélo,1
Faire du pain,Faire de l'exercice,0
Faire le ménage,Installer une étagère,1
Jouer au football,Pratiquer le yoga,1
Faire un discours,Programmer en Python,0
Enseigner une langue,Créer un cours,1
Ranger la maison,Arroser les plantes,1
Rédiger une lettre,Cuisiner des légumes,0
Évaluer des étudiants,Conduire une voiture,0
Rédiger une lettre,Passer un appel,1
Préparer une salade,Planter des fleurs,0
Nettoyer la maison,Superviser des élèves,0
Acheter des vêtements,Ouvrir un compte,1
Peindre un tableau,Gérer le stress,0
Passer un appel,Négocier un contrat,1
Ouvrir un compte,Jouer au football,0
Réparer un meuble,Corriger des copies,0
Interviewer quelqu'un,Passer un appel,1
Animer une discussion,Faire une présentation,1
Bricoler un objet,Entretenir le jardin,1
Préparer un gâteau,Nager en piscine,0
Préparer une soupe,Réparer une fuite,0
Préparer une salade,Faire cuire des pâtes,1
Faire une présentation,Prendre un ferry,0
Installer une étagère,Faire le ménage,1
Jouer au basketball,Faire du jogging,1
Faire les courses,Acheter en ligne,1
Faire le ménage,Tondre la pelouse,1
Acheter des vêtements,Optimiser un système,0
Réparer une fuite,Faire le ménage,1
Éplucher des légumes,Gérer ses finances,0
Marcher en ville,Envoyer un email,0
Faire cuire des pâtes,Envoyer un email,0
Prendre la parole en public,Jouer au football,0
Donner un cours,Jouer au basketball,0
Faire un discours,Rédiger une lettre,1
Consulter un médecin,Gérer le stress,1
Préparer un examen,Faire du tutorat,1
Préparer une salade,Cuire du riz,1
Faire de la photographie,Créer une œuvre,1
Donner un cours,Ranger la maison,0
Utiliser un scooter,Développer une application,0
Faire du ski,Jouer au football,1
Prendre la parole,Acheter en ligne,0
Nager en piscine,Passer un appel,0
Utiliser un vélo électrique,Conduire une moto,1
Faire du jogging,Faire de la danse,1
Programmer en Python,Tester un programme,1
Improviser au piano,Sculpter une statue,1
Organiser un placard,Peindre un mur,1
Faire une tarte,Faire une sauce,1
Prendre l'avion,Programmer en Python,0
Marcher en ville,Animer une réunion,0
Faire un discours,Courir un marathon,0
Payer ses factures,Jouer au tennis,0
Cuire du riz,Préparer une salade,1
Peindre à l'aquarelle,Négocier un contrat,0
Créer un dessin,Créer une œuvre,1
Préparer une leçon,Enseigner une langue,1
Faire de la méditation,Consulter un médecin,1
Courir un marathon,Faire griller de la viande,0
Consulter un médecin,Jouer au basketball,0
Créer une base de données,Installer un logiciel,1
Courir un marathon,Faire du shopping,0
Demander un crédit,Analyser des données,0
Donner des conseils,Créer un cours,1
Faire un bilan de santé,Prendre soin de sa peau,1
Faire une omelette,Préparer un plat,1
Conduire un tracteur,Prendre un bus,1
Faire la vaisselle,Prendre la parole en public,0
Prendre un bus,Conduire une moto,1
Faire griller de la viande,Préparer un smoothie,1
Préparer une soupe,Faire de la danse,0
Manger équilibré,Faire de l'exercice,1
Utiliser un scooter,Faire du networking,0
Jouer de la guitare,Demander un crédit,0
Tondre la pelouse,Peindre un mur,1
Consulter un médecin,Gérer le stress,1
Faire du stretching,Faire du vélo,0
Créer une œuvre,Jouer au football,0
Entretenir le jardin,Laver les vitres,1
Réparer un meuble,Organiser un placard,1
Épargner de l'argent,Comparer les prix,1
Faire de l'auto-stop,Épargner de l'argent,0
Réparer un ordinateur,Cuisiner des légumes,0
Tester un programme,Prendre le train,0
Créer une œuvre,Prendre soin de sa peau,0
Corriger des copies,Prendre la parole en public,0
Préparer un dessert,Faire griller de la viande,1
Arroser les plantes,Bricoler un objet,1
Utiliser un taxi,Prendre l'avion,1
Organiser un placard,Faire du tutorat,0
Organiser un placard,Composer une chanson,0
Faire de la randonnée,Faire du ski,1
Donner des conseils,Gérer ses finances,0
Prendre la parole en public,Faire de la photographie,0
Conduire un camion,Préparer un examen,0
Cuisiner un rôti,Automatiser une tâche,0
Faire cuire des pâtes,Préparer une salade,1
Faire de la musculation,Faire du stretching,0
Prendre des vitamines,Donner un cours,0
Faire un discours,Passer un appel,1
Utiliser un scooter,Faire de la photographie,0
Faire de la photographie,Préparer une leçon,0
Donner des conseils,Corriger des copies,1
Conduire une voiture,Faire du tutorat,0
Jouer au tennis,Installer un logiciel,0
Déployer une application,Créer un dessin,0
Préparer un plat,Gérer ses finances,0
Entretenir le jardin,Négocier un contrat,0
Sculpter une statue,Composer une chanson,1
Tailler les arbres,Réparer un meuble,1
Expliquer un concept,Nager en piscine,0
Pratiquer le surf,Calculer ses dépenses,0
Donner des conseils,Peindre à l'aquarelle,0
Consulter un médecin,Gérer ses finances,0
Pratiquer le surf,Installer un logiciel,0
Faire de l'escalade,Pratiquer le surf,1
Nager en piscine,Utiliser un taxi,0
Laver les vitres,Entretenir le jardin,1
Faire le ménage,Réparer une fuite,1
Faire un discours,Interviewer quelqu'un,1
Faire de l'escalade,Pratiquer le yoga,1
Donner des conseils,Chanter une chanson,0
Sécuriser un serveur,Réparer un ordinateur,1
Faire de l'escalade,Rédiger un rapport,0
Monitorer un système,Préparer un examen,0
Jouer au football,Faire du vélo,1
Sécuriser un serveur,Faire de la musculation,0
Négocier un contrat,Chanter une chanson,0
Acheter des vêtements,Investir en bourse,1
Courir un marathon,Faire du ski,1
Passer un appel,Dessiner un portrait,0
Laver les vitres,Arroser les plantes,1
Peindre un mur,Peindre à l'aquarelle,0
Faire une présentation,Gérer son budget,0
Faire de la randonnée,Déployer une application,0
Pratiquer la boxe,Courir un marathon,1
Préparer un examen,Rédiger une lettre,0
Entretenir le jardin,Peindre un mur,1
Faire de l'escalade,Jouer au basketball,1
Optimiser un système,Tester un programme,1
Modérer un débat,Arroser les plantes,0
Conduire une moto,Prendre le métro,1
Rédiger un rapport,Gérer ses finances,0
Faire la vaisselle,Organiser un placard,1
Faire du vélo,Déployer une application,0
Faire les courses,Calculer ses dépenses,1
Consulter un médecin,Faire le ménage,0
Faire la vaisselle,Planter des fleurs,1
Faire du stretching,Faire de la danse,0
Faire une sauce,Composer une mélodie,0
Prendre des vitamines,Automatiser une tâche,0
Faire un discours,Demander un crédit,0
Préparer une salade,Payer ses factures,0
Faire une sauce,Préparer un dessert,1
Nettoyer la maison,Calculer ses dépenses,0
Payer ses factures,Utiliser un scooter,0
Corriger des copies,Animer un atelier,1
Organiser une formation,Faire de la danse,0
Rédiger un rapport,Boire beaucoup d'eau,0
Faire de la randonnée,Développer une application,0
Faire les courses,Planter des fleurs,0
Utiliser un taxi,Faire de l'auto-stop,1
Faire du vélo,Faire du jogging,1
Enseigner une langue,Donner des conseils,1
Programmer en Python,Faire le ménage,0
Configurer un réseau,Déployer une application,1
Faire du vélo,Jouer au football,1
Faire du networking,Prendre la parole en public,1
Épargner de l'argent,Négocier un prix,1
Demander un crédit,Gérer son budget,1
Jouer au football,Faire de la danse,1
Conduire un camion,Superviser des élèves,0
Créer un site web,Faire du networking,0
Configurer un réseau,Sécuriser un serveur,1
Faire de l'auto-stop,Prendre un ferry,1
Créer un dessin,Passer un appel,0
Préparer un smoothie,Réparer un ordinateur,0
Réparer une fuite,Écrire une chanson,0
Préparer un smoothie,Présenter un projet,0
Jouer de la guitare,Composer une chanson,1
Réparer un ordinateur,Déployer une application,1
Prendre un bus,Faire une tarte,0
Prendre l'air frais,Prendre des vitamines,1
Pratiquer le surf,Réparer un meuble,0
Conduire une moto,Faire du stretching,0
Faire un bilan de santé,Conduire un tracteur,0
Installer un logiciel,Sécuriser un serveur,1
Faire un discours,Éplucher des légumes,0
Utiliser un scooter,Faire du vélo,1
Peindre à l'aquarelle,Organiser une conférence,0
Préparer une leçon,Enseigner une langue,1
Ranger la maison,Jouer du piano,0
Préparer un examen,Organiser une formation,1
Pratiquer le yoga,Faire une présentation,0
Prendre un ferry,Réparer un meuble,0
Optimiser un système,Automatiser une tâche,1
Faire de la randonnée,Pratiquer la boxe,1
Épargner de l'argent,Manger équilibré,0
Préparer une leçon,Expliquer un concept,1
Entretenir le jardin,Faire une tarte,0
Composer une chanson,Boire beaucoup d'eau,0
Prendre un bus,Prendre un ferry,1
Déployer une application,Installer un logiciel,1
Faire une omelette,Prendre un bus,0
Demander un crédit,Calculer ses dépenses,1
Investir en bourse,Faire la vaisselle,0
Négocier un contrat,Faire une présentation,1
Ranger la maison,Entretenir le jardin,1
Faire du ski,Faire de l'escalade,1
Préparer un examen,Faire du tutorat,1
Animer un atelier,Enseigner les mathématiques,1
Faire du networking,Organiser une conférence,1
Préparer une salade,Créer un algorithme,0
Cuisiner un rôti,Préparer une soupe,1
Évaluer des étudiants,Préparer un examen,1
Faire un discours,Interviewer quelqu'un,1
Créer un algorithme,Faire de l'exercice,0
Faire de la danse,Faire du jogging,1
Nettoyer la maison,Peindre un tableau,0
Tailler les arbres,Donner des conseils,0
Programmer en Python,Prendre l'avion,0
Faire du shopping,Ouvrir un compte,1
Conduire une trottinette,Utiliser un taxi,1
Faire un bilan de santé,Automatiser une tâche,0
Tondre la pelouse,Marcher en ville,0
Faire de la danse,Jouer au basketball,1
Préparer un dessert,Cuisiner des légumes,1
Prendre le train,Prendre le métro,1
Préparer un gâteau,Ouvrir un compte,0
Faire le ménage,Faire du vélo,0
Faire une tarte,Investir en bourse,0
Jouer au volleyball,Faire du ski,1
Retourner un produit,Utiliser un vélo électrique,0
Faire du stretching,Analyser des données,0
Animer un atelier,Créer une base de données,0
Faire de l'auto-stop,Réparer un meuble,0
Peindre à l'aquarelle,Improviser au piano,1
Faire de la danse,Comparer les prix,0
Préparer un plat,Faire griller de la viande,1
Arroser les plantes,Laver les vitres,1
Interviewer quelqu'un,Prendre l'air frais,0
Prendre soin de sa peau,Boire beaucoup d'eau,1
Prendre le train,Automatiser une tâche,0
Interviewer quelqu'un,Optimiser un système,0
Faire du shopping,Payer ses factures,1
Faire de la méditation,Dormir suffisamment,1
Composer une mélodie,Préparer une soupe,0
Utiliser un scooter,Prendre le métro,1
Utiliser un scooter,Marcher en ville,1
Préparer un dessert,Préparer une soupe,1
Peindre à l'aquarelle,Faire de la photographie,1
Nettoyer la maison,Bricoler un objet,1
Faire une présentation,Expliquer un concept,1
Créer un algorithme,Monitorer un système,1
Jouer au basketball,Courir un marathon,1
Faire du pain,Prendre la parole,0
Cuisiner un rôti,Faire de l'auto-stop,0
Gérer le stress,Pratiquer la relaxation,1
Retourner un produit,Boire beaucoup d'eau,0
Éplucher des légumes,Faire une présentation,0
Jouer au tennis,Faire du vélo,0
Ouvrir un compte,Négocier un prix,1
Faire du jogging,Pratiquer le yoga,1
Faire de l'exercice,Faire de la physiothérapie,1
Jouer de la guitare,Dessiner un portrait,1
Jouer du violon,Jouer de la batterie,1
Chanter une chanson,Écrire une chanson,1
Faire ses comptes,Retourner un produit,1
Faire du jogging,Jouer au volleyball,1
Faire du shopping,Jouer de la batterie,0
Faire de l'escalade,Faire du jogging,1
Configurer un réseau,Faire une sauce,0
Prendre le train,Organiser une formation,0
Interviewer quelqu'un,Évaluer des étudiants,0
Animer une réunion,Interviewer quelqu'un,1
Gérer le stress,Faire un bilan de santé,1
Prendre un bus,Envoyer un email,0
Expliquer un concept,Faire les courses,0
Préparer un smoothie,Créer un dessin,0
Faire ses comptes,Comparer les prix,1
Jouer au football,Réparer une fuite,0
Cuisiner des légumes,Prendre le train,0
Faire de l'auto-stop,Prendre le métro,1
Conduire une voiture,Pratiquer la boxe,0
Éplucher des légumes,Créer un site web,0
Peindre un mur,Faire une présentation,0
Évaluer des étudiants,Laver les vitres,0
Pratiquer la boxe,Faire un bilan de santé,0
Prendre la parole en public,Animer une réunion,1
Peindre à l'aquarelle,Improviser au piano,1
Gérer son budget,Retourner un produit,1
Jouer au basketball,Préparer une soupe,0
Faire griller de la viande,Préparer un plat,1
Faire du ski,Jouer au basketball,1
Sécuriser un serveur,Interviewer quelqu'un,0
Préparer un plat,Automatiser une tâche,0
Peindre un mur,Animer une réunion,0
Faire la vaisselle,Prendre le métro,0
Faire de la danse,Faire du ski,1
Configurer un réseau,Créer un dessin,0
Investir en bourse,Faire une présentation,0
Faire un massage,Boire beaucoup d'eau,1
Faire de la randonnée,Bricoler un objet,0
Acheter des vêtements,Peindre un tableau,0
Conduire une trottinette,Utiliser un taxi,1
Faire ses comptes,Pratiquer la boxe,0
Tailler les arbres,Peindre un mur,1
Déployer une application,Préparer un examen,0
Créer une œuvre,Faire de la méditation,0
Cuisiner un rôti,Faire une présentation,0
Analyser des données,Faire du jogging,0
Déployer une application,Préparer un gâteau,0
Cuisiner un rôti,Acheter des vêtements,0
Déployer une application,Tester un programme,1
Analyser des données,Réparer un ordinateur,1
Organiser une conférence,Négocier un contrat,1
Dessiner un portrait,Jouer de la batterie,1
Préparer un gâteau,Préparer un plat,1
Faire du jogging,Comparer les prix,0
Analyser des données,Installer une étagère,0
Composer une chanson,Sculpter une statue,1
Préparer un gâteau,Éplucher des légumes,1
Tester un programme,Faire cuire des pâtes,0
Prendre un bus,Créer un algorithme,0
Faire de la musculation,Jouer au volleyball,1
Conduire une voiture,Enseigner les mathématiques,0
Tondre la pelouse,Rédiger une lettre,0
Animer une réunion,Passer un appel,1
Faire ses comptes,Prendre soin de sa peau,0
Manger équilibré,Demander un crédit,0
Improviser au piano,Jouer du piano,1
Faire un massage,Manger équilibré,1
Aller chez le dentiste,Faire de l'exercice,1
Créer un dessin,Épargner de l'argent,0
Bricoler un objet,Modérer un débat,0
Prendre un ferry,Préparer un gâteau,0
Payer ses factures,Bricoler un objet,0
Jouer au tennis,Dessiner un portrait,0
Créer un dessin,Dessiner un portrait,1
Animer une réunion,Faire un discours,1
Conduire un camion,Faire cuire des pâtes,0
Présenter un projet,Modérer un débat,1
Faire une présentation,Préparer une leçon,1
Demander un crédit,Automatiser une tâche,0
Retourner un produit,Acheter des vêtements,1
Gérer son budget,Investir en bourse,1
Dessiner un portrait,Composer une mélodie,1
Créer une œuvre,Dessiner un portrait,1
Tester un programme,Faire de la maintenance,1
Ranger la maison,Peindre un mur,1
Faire griller de la viande,Jouer au football,0
Optimiser un système,Déployer une application,1
Préparer un plat,Pratiquer la relaxation,0
Passer un appel,Présenter un projet,1
Présenter un projet,Prendre un ferry,0
Prendre l'air frais,Faire un bilan de santé,1
Tester un programme,Conduire un tracteur,0
Superviser des élèves,Enseigner les mathématiques,1
Interviewer quelqu'un,Conduire un tracteur,0
Prendre le train,Faire du stretching,0
Organiser une conférence,Jouer du violon,0
Aller chez le dentiste,Épargner de l'argent,0
Faire du pain,Faire cuire des pâtes,1
Réparer un meuble,Faire le ménage,1
Faire de la musculation,Composer une mélodie,0
Faire du stretching,Faire un bilan de santé,1
Réparer un meuble,Faire du vélo,0
Faire de la photographie,Créer un dessin,1
Prendre des vitamines,Gérer le stress,1
Nager en piscine,Faire du tutorat,0
Faire de l'auto-stop,Prendre le train,1
Jouer au volleyball,Courir un marathon,1
Organiser une conférence,Écrire un message,1
Préparer une salade,Faire une tarte,1
Analyser des données,Faire de la randonnée,0
Jouer de la batterie,Donner un cours,0
Programmer en Python,Faire les courses,0
