text1,text2,label
Aller à un concert de jazz,Analyser une œuvre d’art,1
Lire un roman policier,Assembler un meuble en kit,0
Réviser pour le bac,Réparer une fuite d’eau,0
Configurer un nouveau smartphone,Griller un steak parfaitement,0
Analyser une œuvre d’art,Visiter le Louvre,1
Installer une étagère murale,Changer une ampoule,1
Analyser une œuvre d’art,Préparer une tarte aux pommes,0
Visiter les pyramides d’Égypte,Explorer les temples d’Angkor,1
Faire un road trip aux USA,Réviser pour le bac,0
Installer un antivirus,Coder un site web en HTML,1
Installer un antivirus,Griller un steak parfaitement,0
Changer une ampoule,Assembler un meuble en kit,1
Faire du yoga tous les matins,Programmer une IA,0
Faire une cure de vitamine D,Coder un site web en HTML,0
Écrire un poème,Analyser une œuvre d’art,1
Installer un antivirus,Analyser une œuvre d’art,0
Suivre un programme de musculation,Faire un footing matinal,1
Visiter les pyramides d’Égypte,Comment fonctionne ChatGPT,0
Faire un road trip aux USA,Explorer les temples d’Angkor,1
Installer un antivirus,Comment fonctionne ChatGPT,1
Faire un road trip aux USA,Faire un gâteau au chocolat,0
Lire un roman policier,Visiter le Louvre,1
Installer un antivirus,Explorer les temples d’Angkor,0
Lire un roman policier,Explorer les temples d’Angkor,0
Réviser pour le bac,Préparer un exposé,1
Coder un site web en HTML,Faire une cure de vitamine D,0
Consulter un nutritionniste,Coder un site web en HTML,0
Suivre un programme de musculation,Faire un footing matinal,1
Découvrir la Thaïlande,Explorer les temples d’Angkor,1
Griller un steak parfaitement,Faire du yoga tous les matins,0
Suivre une formation en ligne,Préparer un exposé,1
Découvrir la Thaïlande,Étudier les mathématiques,0
Aller à un concert de jazz,Visiter les pyramides d’Égypte,0
Explorer les temples d’Angkor,Faire un road trip aux USA,1
Consulter un nutritionniste,Faire une cure de vitamine D,1
Installer une étagère murale,Programmer une IA,0
Faire un check-up annuel,Faire une cure de vitamine D,1
Explorer les temples d’Angkor,Découvrir la Thaïlande,1
Faire des pompes,Consulter un nutritionniste,0
Suivre une formation en ligne,Cuisiner un curry indien,0
Marcher 10 000 pas par jour,Configurer un nouveau smartphone,0
Consulter un nutritionniste,Réviser pour le bac,0
Assembler un meuble en kit,Installer une étagère murale,1
Marcher 10 000 pas par jour,Manger équilibré chaque jour,1
Préparer une tarte aux pommes,Faire un gâteau au chocolat,1
Griller un steak parfaitement,Coder un site web en HTML,0
Suivre un programme de musculation,Faire un footing matinal,1
Faire des macarons,Partir en croisière,0
Suivre un programme de musculation,Faire une cure de vitamine D,0
Lire un roman policier,Coder un site web en HTML,0
Installer un antivirus,Installer une étagère murale,0
Faire des macarons,Cuisiner un curry indien,1
Manger équilibré chaque jour,Consulter un nutritionniste,1
Explorer les temples d’Angkor,Faire un gâteau au chocolat,0
Griller un steak parfaitement,Préparer une tarte aux pommes,1
Partir en croisière,Réparer une fuite d’eau,0
Installer un antivirus,Programmer une IA,1
Faire des pompes,Faire un footing matinal,1
Cuisiner un curry indien,Griller un steak parfaitement,1
S'entraîner à la salle,Marcher 10 000 pas par jour,0
Réparer une fuite d’eau,Réviser pour le bac,0
S'entraîner à la salle,Faire un gâteau au chocolat,0
Installer un antivirus,Programmer une IA,1
Réparer une fuite d’eau,Utiliser une perceuse,1
S'entraîner à la salle,Installer une étagère murale,0
Installer un antivirus,Faire du yoga tous les matins,0
Cuisiner un curry indien,Faire un gâteau au chocolat,1
Étudier les mathématiques,Marcher 10 000 pas par jour,0
Préparer un exposé,Lire un roman policier,0
Étudier les mathématiques,Apprendre le japonais,1
Réparer une fuite d’eau,Découvrir la Thaïlande,0
Griller un steak parfaitement,Faire des macarons,1
Manger équilibré chaque jour,Faire un check-up annuel,1
Comment fonctionne ChatGPT,Programmer une IA,1
Changer une ampoule,Faire une cure de vitamine D,0
Faire un road trip aux USA,Préparer un exposé,0
Consulter un nutritionniste,Griller un steak parfaitement,0
Configurer un nouveau smartphone,Cuisiner un curry indien,0
Aller à un concert de jazz,Comment fonctionne ChatGPT,0
Partir en croisière,Coder un site web en HTML,0
Faire un gâteau au chocolat,Griller un steak parfaitement,1
Changer une ampoule,Réparer une fuite d’eau,1
Lire un roman policier,Aller à un concert de jazz,1
Suivre une formation en ligne,Apprendre le japonais,1
Faire du yoga tous les matins,Suivre un programme de musculation,1
Visiter le Louvre,Faire un check-up annuel,0
Faire un footing matinal,S'entraîner à la salle,1
Comment fonctionne ChatGPT,Programmer une IA,1
Changer une ampoule,Utiliser une perceuse,1
Faire une cure de vitamine D,Partir en croisière,0
Assembler un meuble en kit,Réparer une fuite d’eau,1
Changer une ampoule,Faire un footing matinal,0
Préparer une tarte aux pommes,Faire des macarons,1
S'entraîner à la salle,Suivre un programme de musculation,1
Écrire un poème,Faire un gâteau au chocolat,0
Étudier les mathématiques,Partir en croisière,0
Étudier les mathématiques,Réviser pour le bac,1
Aller à un concert de jazz,Changer une ampoule,0
Réviser pour le bac,Assembler un meuble en kit,0
Préparer une tarte aux pommes,Faire des macarons,1
Lire un roman policier,Suivre un programme de musculation,0
S'entraîner à la salle,Comment fonctionne ChatGPT,0
Aller à un concert de jazz,Suivre un programme de musculation,0
Explorer les temples d’Angkor,Utiliser une perceuse,0
Faire du yoga tous les matins,Écrire un poème,0
Marcher 10 000 pas par jour,Installer une étagère murale,0
Faire un gâteau au chocolat,Faire des macarons,1
Installer une étagère murale,Assembler un meuble en kit,1
Analyser une œuvre d’art,Faire un footing matinal,0
Réparer une fuite d’eau,Assembler un meuble en kit,1
Suivre une formation en ligne,Aller à un concert de jazz,0
Préparer une tarte aux pommes,Utiliser une perceuse,0
Préparer une tarte aux pommes,Griller un steak parfaitement,1
Explorer les temples d’Angkor,Visiter les pyramides d’Égypte,1
Préparer un exposé,Réviser pour le bac,1
Écrire un poème,Analyser une œuvre d’art,1
Suivre une formation en ligne,Réviser pour le bac,1
Partir en croisière,Faire un road trip aux USA,1
Cuisiner un curry indien,Faire des macarons,1
Étudier les mathématiques,Préparer un exposé,1
Faire un road trip aux USA,Explorer les temples d’Angkor,1
Étudier les mathématiques,Suivre une formation en ligne,1
Lire un roman policier,Aller à un concert de jazz,1
Réparer une fuite d’eau,Visiter le Louvre,0
Marcher 10 000 pas par jour,Manger équilibré chaque jour,1
Aller à un concert de jazz,Suivre un programme de musculation,0
Manger équilibré chaque jour,Consulter un nutritionniste,1
Griller un steak parfaitement,Faire des macarons,1
Faire un gâteau au chocolat,Griller un steak parfaitement,1
Analyser une œuvre d’art,Faire des pompes,0
Manger équilibré chaque jour,Analyser une œuvre d’art,0
Marcher 10 000 pas par jour,Faire un check-up annuel,1
Configurer un nouveau smartphone,Programmer une IA,1
Écrire un poème,Lire un roman policier,1
Comment fonctionne ChatGPT,Griller un steak parfaitement,0
Découvrir la Thaïlande,Visiter les pyramides d’Égypte,1
S'entraîner à la salle,Cuisiner un curry indien,0
Marcher 10 000 pas par jour,Manger équilibré chaque jour,1
Consulter un nutritionniste,Manger équilibré chaque jour,1
Préparer un exposé,Programmer une IA,0
Coder un site web en HTML,Installer un antivirus,1
Programmer une IA,Faire un footing matinal,0
Lire un roman policier,Coder un site web en HTML,0
Faire un gâteau au chocolat,Faire du yoga tous les matins,0
Explorer les temples d’Angkor,Faire un road trip aux USA,1
Installer une étagère murale,Changer une ampoule,1
Programmer une IA,Configurer un nouveau smartphone,1
Aller à un concert de jazz,Faire des pompes,0
Coder un site web en HTML,Configurer un nouveau smartphone,1
Suivre une formation en ligne,Partir en croisière,0
Étudier les mathématiques,Aller à un concert de jazz,0
Faire des macarons,Préparer une tarte aux pommes,1
Faire du yoga tous les matins,Faire des pompes,1
Découvrir la Thaïlande,Programmer une IA,0
Faire une cure de vitamine D,Marcher 10 000 pas par jour,1
Faire un check-up annuel,Faire une cure de vitamine D,1
Réparer une fuite d’eau,Assembler un meuble en kit,1
Écrire un poème,Analyser une œuvre d’art,1
Utiliser une perceuse,Changer une ampoule,1
Réparer une fuite d’eau,Aller à un concert de jazz,0
Utiliser une perceuse,Changer une ampoule,1
Assembler un meuble en kit,Marcher 10 000 pas par jour,0
Assembler un meuble en kit,Suivre un programme de musculation,0
Changer une ampoule,Faire des pompes,0
Faire du yoga tous les matins,Découvrir la Thaïlande,0
Visiter le Louvre,Lire un roman policier,1
Faire des pompes,Faire un footing matinal,1
Faire un check-up annuel,Faire un gâteau au chocolat,0
Préparer un exposé,Configurer un nouveau smartphone,0
Suivre un programme de musculation,Faire un footing matinal,1
Faire un gâteau au chocolat,Configurer un nouveau smartphone,0
Apprendre le japonais,Suivre une formation en ligne,1
Visiter le Louvre,Aller à un concert de jazz,1
Faire un gâteau au chocolat,Cuisiner un curry indien,1
Faire des macarons,Préparer une tarte aux pommes,1
Installer un antivirus,Analyser une œuvre d’art,0
Faire des macarons,Préparer un exposé,0
Visiter les pyramides d’Égypte,Partir en croisière,1
Visiter le Louvre,Aller à un concert de jazz,1
Assembler un meuble en kit,Explorer les temples d’Angkor,0
Réparer une fuite d’eau,Changer une ampoule,1
Faire un check-up annuel,Consulter un nutritionniste,1
Réviser pour le bac,Apprendre le japonais,1
Faire un road trip aux USA,Suivre un programme de musculation,0
Marcher 10 000 pas par jour,Manger équilibré chaque jour,1
Analyser une œuvre d’art,Lire un roman policier,1
Visiter les pyramides d’Égypte,Faire un road trip aux USA,1
Coder un site web en HTML,Préparer un exposé,0
Préparer un exposé,Faire un road trip aux USA,0
Faire un gâteau au chocolat,Griller un steak parfaitement,1
Réparer une fuite d’eau,Visiter le Louvre,0
Visiter les pyramides d’Égypte,Assembler un meuble en kit,0
Utiliser une perceuse,Réparer une fuite d’eau,1
Faire un footing matinal,Préparer un exposé,0
Comment fonctionne ChatGPT,Programmer une IA,1
Assembler un meuble en kit,Installer une étagère murale,1
Consulter un nutritionniste,Installer un antivirus,0
Lire un roman policier,Visiter les pyramides d’Égypte,0
Comment fonctionne ChatGPT,Suivre une formation en ligne,0
Faire une cure de vitamine D,Faire un road trip aux USA,0
Faire des pompes,Préparer une tarte aux pommes,0
Partir en croisière,Configurer un nouveau smartphone,0
Coder un site web en HTML,Écrire un poème,0
Apprendre le japonais,Étudier les mathématiques,1
Écrire un poème,Installer une étagère murale,0
Réviser pour le bac,Apprendre le japonais,1
Suivre une formation en ligne,Faire un footing matinal,0
Manger équilibré chaque jour,Configurer un nouveau smartphone,0
Installer une étagère murale,S'entraîner à la salle,0
Aller à un concert de jazz,Configurer un nouveau smartphone,0
Lire un roman policier,Faire un check-up annuel,0
Griller un steak parfaitement,Faire un gâteau au chocolat,1
Analyser une œuvre d’art,Aller à un concert de jazz,1
Faire un footing matinal,Faire du yoga tous les matins,1
Coder un site web en HTML,Découvrir la Thaïlande,0
Griller un steak parfaitement,Faire des macarons,1
Partir en croisière,Explorer les temples d’Angkor,1
Faire un gâteau au chocolat,Griller un steak parfaitement,1
Faire un gâteau au chocolat,Découvrir la Thaïlande,0
Faire des pompes,Lire un roman policier,0
Visiter les pyramides d’Égypte,Faire un road trip aux USA,1
Faire un check-up annuel,Manger équilibré chaque jour,1
Faire des macarons,Utiliser une perceuse,0
Suivre un programme de musculation,Faire du yoga tous les matins,1
Aller à un concert de jazz,Faire un check-up annuel,0
Utiliser une perceuse,Consulter un nutritionniste,0
Visiter les pyramides d’Égypte,Explorer les temples d’Angkor,1
Changer une ampoule,Réparer une fuite d’eau,1
Installer une étagère murale,Réparer une fuite d’eau,1
Faire des pompes,Faire un footing matinal,1
Réparer une fuite d’eau,Changer une ampoule,1
Apprendre le japonais,Étudier les mathématiques,1
Faire un footing matinal,Assembler un meuble en kit,0
Faire du yoga tous les matins,Faire un footing matinal,1
Changer une ampoule,Faire du yoga tous les matins,0
Comment fonctionne ChatGPT,Partir en croisière,0
Visiter le Louvre,Écrire un poème,1
Comment fonctionne ChatGPT,Suivre un programme de musculation,0
Lire un roman policier,Suivre un programme de musculation,0
Coder un site web en HTML,Aller à un concert de jazz,0
Installer un antivirus,Programmer une IA,1
Suivre un programme de musculation,Faire du yoga tous les matins,1
Visiter les pyramides d’Égypte,Visiter le Louvre,0
Préparer un exposé,Suivre une formation en ligne,1
Faire une cure de vitamine D,Manger équilibré chaque jour,1
Installer un antivirus,Faire des macarons,0
Apprendre le japonais,Assembler un meuble en kit,0
Marcher 10 000 pas par jour,Programmer une IA,0
Lire un roman policier,Aller à un concert de jazz,1
Préparer une tarte aux pommes,Griller un steak parfaitement,1
Faire un check-up annuel,Préparer un exposé,0
Réviser pour le bac,Cuisiner un curry indien,0
Étudier les mathématiques,Griller un steak parfaitement,0
S'entraîner à la salle,Suivre un programme de musculation,1
Faire des macarons,Installer un antivirus,0
S'entraîner à la salle,Faire du yoga tous les matins,1
Cuisiner un curry indien,Faire une cure de vitamine D,0
Partir en croisière,Visiter les pyramides d’Égypte,1
Faire un gâteau au chocolat,Faire un check-up annuel,0
Installer une étagère murale,Utiliser une perceuse,1
Manger équilibré chaque jour,Utiliser une perceuse,0
S'entraîner à la salle,Coder un site web en HTML,0
Installer une étagère murale,Coder un site web en HTML,0
Griller un steak parfaitement,Préparer une tarte aux pommes,1
Suivre une formation en ligne,Configurer un nouveau smartphone,0
Étudier les mathématiques,Réparer une fuite d’eau,0
Faire du yoga tous les matins,Cuisiner un curry indien,0
Partir en croisière,S'entraîner à la salle,0
Étudier les mathématiques,Suivre une formation en ligne,1
Écrire un poème,Visiter le Louvre,1
Griller un steak parfaitement,Aller à un concert de jazz,0
Manger équilibré chaque jour,Faire un check-up annuel,1
Cuisiner un curry indien,Préparer une tarte aux pommes,1
Lire un roman policier,Visiter le Louvre,1
Programmer une IA,Installer un antivirus,1
Comment fonctionne ChatGPT,S'entraîner à la salle,0
Visiter les pyramides d’Égypte,Utiliser une perceuse,0
Faire du yoga tous les matins,Assembler un meuble en kit,0
Faire un gâteau au chocolat,Cuisiner un curry indien,1
Configurer un nouveau smartphone,Programmer une IA,1
Faire une cure de vitamine D,Consulter un nutritionniste,1
Réparer une fuite d’eau,Installer une étagère murale,1
Configurer un nouveau smartphone,Visiter les pyramides d’Égypte,0
Faire un gâteau au chocolat,Utiliser une perceuse,0
Utiliser une perceuse,Changer une ampoule,1
Réviser pour le bac,Préparer un exposé,1
Faire une cure de vitamine D,Découvrir la Thaïlande,0
Visiter le Louvre,Faire un check-up annuel,0
Faire du yoga tous les matins,Changer une ampoule,0
Faire une cure de vitamine D,Marcher 10 000 pas par jour,1
Faire du yoga tous les matins,Manger équilibré chaque jour,0
Réviser pour le bac,Suivre une formation en ligne,1
Configurer un nouveau smartphone,Coder un site web en HTML,1
Faire un footing matinal,Lire un roman policier,0
Cuisiner un curry indien,Partir en croisière,0
Visiter le Louvre,Analyser une œuvre d’art,1
Découvrir la Thaïlande,Partir en croisière,1
Écrire un poème,Configurer un nouveau smartphone,0
Faire un check-up annuel,Découvrir la Thaïlande,0
Manger équilibré chaque jour,Changer une ampoule,0
Visiter le Louvre,Coder un site web en HTML,0
Faire un road trip aux USA,Visiter les pyramides d’Égypte,1
Faire des pompes,Configurer un nouveau smartphone,0
Apprendre le japonais,Réparer une fuite d’eau,0
Réparer une fuite d’eau,Assembler un meuble en kit,1
Changer une ampoule,Installer une étagère murale,1
Coder un site web en HTML,Suivre une formation en ligne,0
Analyser une œuvre d’art,Visiter le Louvre,1
Faire un check-up annuel,Faire une cure de vitamine D,1
Installer une étagère murale,Assembler un meuble en kit,1
Faire un road trip aux USA,Préparer un exposé,0
Faire un gâteau au chocolat,Faire une cure de vitamine D,0
Faire du yoga tous les matins,Assembler un meuble en kit,0
Faire une cure de vitamine D,Manger équilibré chaque jour,1
Visiter les pyramides d’Égypte,Préparer une tarte aux pommes,0
Faire des pompes,Faire une cure de vitamine D,0
Utiliser une perceuse,Réparer une fuite d’eau,1
Faire un footing matinal,Faire du yoga tous les matins,1
Lire un roman policier,Visiter le Louvre,1
Cuisiner un curry indien,Griller un steak parfaitement,1
Configurer un nouveau smartphone,Apprendre le japonais,0
Réviser pour le bac,Faire du yoga tous les matins,0
Suivre un programme de musculation,Explorer les temples d’Angkor,0
Installer une étagère murale,Utiliser une perceuse,1
Réviser pour le bac,Étudier les mathématiques,1
S'entraîner à la salle,Faire des pompes,1
Visiter le Louvre,Manger équilibré chaque jour,0
Visiter les pyramides d’Égypte,Explorer les temples d’Angkor,1
Configurer un nouveau smartphone,Découvrir la Thaïlande,0
Changer une ampoule,Manger équilibré chaque jour,0
Aller à un concert de jazz,Faire un check-up annuel,0
Préparer un exposé,Partir en croisière,0
Partir en croisière,Apprendre le japonais,0
S'entraîner à la salle,Préparer un exposé,0
Faire des macarons,Réparer une fuite d’eau,0
S'entraîner à la salle,Apprendre le japonais,0
Explorer les temples d’Angkor,Découvrir la Thaïlande,1
Configurer un nouveau smartphone,Manger équilibré chaque jour,0
Apprendre le japonais,Lire un roman policier,0
Faire un road trip aux USA,Visiter les pyramides d’Égypte,1
Coder un site web en HTML,Installer une étagère murale,0
Faire une cure de vitamine D,Analyser une œuvre d’art,0
Faire un gâteau au chocolat,Préparer une tarte aux pommes,1
Réviser pour le bac,Suivre une formation en ligne,1
Découvrir la Thaïlande,Explorer les temples d’Angkor,1
Réviser pour le bac,Préparer un exposé,1
Partir en croisière,Faire des pompes,0
Préparer une tarte aux pommes,Aller à un concert de jazz,0
Coder un site web en HTML,Analyser une œuvre d’art,0
Faire un gâteau au chocolat,Coder un site web en HTML,0
Changer une ampoule,Faire un road trip aux USA,0
Suivre un programme de musculation,Visiter le Louvre,0
Faire un check-up annuel,Faire une cure de vitamine D,1
Écrire un poème,Analyser une œuvre d’art,1
Réviser pour le bac,Faire un footing matinal,0
Faire des pompes,Suivre un programme de musculation,1
Préparer une tarte aux pommes,Cuisiner un curry indien,1
Utiliser une perceuse,Installer une étagère murale,1
Faire un road trip aux USA,Lire un roman policier,0
Faire des macarons,Comment fonctionne ChatGPT,0
Suivre un programme de musculation,Faire des pompes,1
Comment fonctionne ChatGPT,Coder un site web en HTML,1
Réviser pour le bac,Installer une étagère murale,0
Faire une cure de vitamine D,Consulter un nutritionniste,1
Marcher 10 000 pas par jour,Préparer un exposé,0
Manger équilibré chaque jour,Faire des macarons,0
Faire un footing matinal,Faire du yoga tous les matins,1
Visiter le Louvre,Lire un roman policier,1
Aller à un concert de jazz,Analyser une œuvre d’art,1
Faire des macarons,Lire un roman policier,0
Consulter un nutritionniste,Marcher 10 000 pas par jour,1
Consulter un nutritionniste,Réparer une fuite d’eau,0
Assembler un meuble en kit,Changer une ampoule,1
Faire du yoga tous les matins,Écrire un poème,0
Installer un antivirus,Configurer un nouveau smartphone,1
Réviser pour le bac,Étudier les mathématiques,1
Visiter les pyramides d’Égypte,Découvrir la Thaïlande,1
Apprendre le japonais,Réviser pour le bac,1
Aller à un concert de jazz,Analyser une œuvre d’art,1
Consulter un nutritionniste,Manger équilibré chaque jour,1
Faire du yoga tous les matins,Changer une ampoule,0
Lire un roman policier,Griller un steak parfaitement,0
Faire un check-up annuel,Marcher 10 000 pas par jour,1
Préparer un exposé,Visiter le Louvre,0
Utiliser une perceuse,Changer une ampoule,1
Visiter le Louvre,Faire des macarons,0
Marcher 10 000 pas par jour,Apprendre le japonais,0
Faire une cure de vitamine D,Faire un footing matinal,0
Faire un gâteau au chocolat,Préparer une tarte aux pommes,1
Visiter le Louvre,Suivre un programme de musculation,0
Comment fonctionne ChatGPT,Programmer une IA,1
Utiliser une perceuse,Assembler un meuble en kit,1
Explorer les temples d’Angkor,Découvrir la Thaïlande,1
Faire des pompes,S'entraîner à la salle,1
S'entraîner à la salle,Coder un site web en HTML,0
Coder un site web en HTML,Programmer une IA,1
Griller un steak parfaitement,Lire un roman policier,0
Faire des macarons,Étudier les mathématiques,0
Changer une ampoule,Réparer une fuite d’eau,1
Utiliser une perceuse,Réparer une fuite d’eau,1
Faire des pompes,Réparer une fuite d’eau,0
Utiliser une perceuse,Faire un check-up annuel,0
Marcher 10 000 pas par jour,Installer un antivirus,0
Cuisiner un curry indien,Faire un gâteau au chocolat,1
Installer une étagère murale,Utiliser une perceuse,1
S'entraîner à la salle,Manger équilibré chaque jour,0
Apprendre le japonais,Assembler un meuble en kit,0
Installer un antivirus,Faire une cure de vitamine D,0
Lire un roman policier,Visiter le Louvre,1
Préparer une tarte aux pommes,Faire des macarons,1
Programmer une IA,Installer un antivirus,1
Partir en croisière,Réviser pour le bac,0
Analyser une œuvre d’art,Griller un steak parfaitement,0
Cuisiner un curry indien,Griller un steak parfaitement,1
Visiter le Louvre,Lire un roman policier,1
Explorer les temples d’Angkor,Faire un road trip aux USA,1
Préparer un exposé,Apprendre le japonais,1
Faire des macarons,Préparer un exposé,0
Faire un gâteau au chocolat,Écrire un poème,0
Faire un road trip aux USA,S'entraîner à la salle,0
Étudier les mathématiques,Programmer une IA,0
Faire des macarons,Préparer un exposé,0
Utiliser une perceuse,Assembler un meuble en kit,1
Faire un footing matinal,Faire des pompes,1
