text1,text2,label
Sculpt a statue,Trim trees,0
Compare prices,Bake a cake,0
Create a drawing,Compose a melody,1
Invest in stocks,Fix a leak,0
Prepare a smoothie,Speak publicly,0
Swim in pool,Play basketball,1
Paint a picture,Draw a portrait,1
Bake bread,Do dishes,0
Eat balanced meals,Speak publicly,0
Negotiate a contract,Grill meat,0
Moderate a debate,Write a message,1
Speak publicly,Present a project,1
Ride a motorcycle,Take a bus,1
Make a phone call,Give a lesson,0
Make a phone call,Do networking,1
Play violin,Create a drawing,1
Repair furniture,Do housework,1
Configure a network,Sing a song,0
Run a workshop,Make a pie,0
Pay bills,Do exercise,0
Bake bread,Grill meat,1
Plant flowers,Speak in public,0
Analyze data,Optimize a system,1
Run a workshop,Make a sauce,0
Grill meat,Paint with watercolor,0
Cook rice,Go dancing,0
Do networking,Moderate a debate,1
Take a ferry,Ride a bike,0
Secure a server,Monitor a system,1
Repair a computer,Prepare a dish,0
Sleep enough,Do meditation,1
Shop online,Apply for credit,1
Play piano,Compose a song,1
Practice relaxation,Take care of skin,1
Practice relaxation,Do exercise,1
Automate a task,Monitor a system,1
Prepare an exam,Install software,0
Create a course,Manage stress,0
Peel vegetables,Make a pie,1
Paint a picture,Go grocery shopping,0
Get a massage,Organize a closet,0
Tidy the house,Water plants,1
Play guitar,Use a taxi,0
Take a bus,Create a course,0
Walk in the city,Teach mathematics,0
Plant flowers,Paint with watercolor,0
Wash windows,Build an object,1
Pay bills,Apply for credit,1
Make a pie,Prepare a dish,1
Ride a motorcycle,Drive a car,1
Repair a computer,Install a shelf,0
Take a plane,Evaluate students,0
Eat balanced meals,Cook a roast,0
Paint a picture,Write a song,1
Play violin,Create a drawing,1
Play basketball,Supervise students,0
Monitor a system,Paint a picture,0
Teach a language,Play guitar,0
Teach a language,Peel vegetables,0
Eat balanced meals,Manage budget,0
Prepare a dish,Speak publicly,0
Create a website,Write a letter,0
Bake a cake,Give a speech,0
Go skiing,Install a shelf,0
Plant flowers,Trim trees,1
Shop online,Do dishes,0
Deploy an application,Swim in pool,0
Compare prices,Write a report,0
Practice boxing,Get a health checkup,0
Practice relaxation,Sleep enough,1
Go dancing,Make a pie,0
Water plants,Wash windows,1
Secure a server,Create a website,1
Cook vegetables,Drive a truck,0
Play drums,Calculate expenses,0
Prepare an exam,Grade papers,1
Eat balanced meals,Drive a tractor,0
Compare prices,Buy clothes,1
Play piano,Repair furniture,0
Prepare a salad,Peel vegetables,1
Tidy the house,Prepare soup,0
Maintain the garden,Tidy the house,1
Drink plenty of water,Swim in pool,0
Prepare a lesson,Lead a discussion,1
Water plants,Wash windows,1
Monitor a system,Go shopping,0
Cook vegetables,Ride a bike,0
Cook vegetables,Go rock climbing,0
Play basketball,Go rock climbing,1
Go skiing,Create a course,0
Do stretching,Invest in stocks,0
Give advice,Supervise students,1
Walk in the city,Bake a cake,0
Explain a concept,Create a database,0
Create a drawing,Sing a song,1
Practice boxing,Wash windows,0
Take a ferry,Use a scooter,1
Explain a concept,Create a course,1
Make an omelet,Do dishes,0
Create a website,Do weight training,0
Shop online,Invest in stocks,1
Prepare an exam,Teach mathematics,1
Pay bills,Return a product,1
Moderate a debate,Host a meeting,1
Take a bus,Ride a motorcycle,1
Sing a song,Write a song,1
Hitchhike,Get a massage,0
Organize training,Moderate a debate,0
Go skiing,Organize training,0
Sleep enough,Bake bread,0
Open an account,Do dishes,0
Sculpt a statue,Write a song,1
Write a message,Walk in the city,0
Take the train,Get a massage,0
Make a pie,Supervise students,0
Use an electric bike,Take a plane,1
Cook vegetables,Manage budget,0
Build an object,Lead a discussion,0
Make a phone call,Write a letter,1
Create a website,Secure a server,1
Manage finances,Return a product,1
Prepare a salad,Play football,0
Play basketball,Play volleyball,1
Wash windows,Paint a wall,1
Prepare dessert,Create a drawing,0
Manage finances,Invest in stocks,1
Create a drawing,Take photographs,1
Drive a truck,Take a ferry,1
Make a phone call,Negotiate a contract,1
Repair a computer,Configure a network,1
Cook rice,Cook vegetables,1
Grill meat,Take a bus,0
Give advice,Do tutoring,1
Take a bus,Go rock climbing,0
Do exercise,Manage stress,1
Teach a language,Supervise students,1
Drive a car,Hitchhike,1
Paint a picture,Write a song,1
Analyze data,Configure a network,1
Cook a roast,Develop an application,0
Organize a conference,Moderate a debate,1
Wash windows,Fix a leak,1
Maintain the garden,Play guitar,0
Use a scooter,Walk in the city,1
Supervise students,Prepare an exam,1
Develop an application,Secure a server,1
Sleep enough,Install a shelf,0
Sleep enough,Manage stress,1
Ride a scooter,Eat balanced meals,0
Run a workshop,Teach mathematics,1
Prepare a dish,Grill meat,1
Take vitamins,Pay bills,0
Go dancing,Draw a portrait,0
Monitor a system,Create an algorithm,1
Do exercise,Host a meeting,0
Tidy the house,Deploy an application,0
Take a ferry,Hitchhike,1
Play basketball,Do weight training,1
Use an electric bike,Drive a car,1
Grill meat,Cook vegetables,1
Drive a truck,Walk in the city,1
Do exercise,Bake a cake,0
Play guitar,Use an electric bike,0
Create a drawing,Compose a melody,1
Secure a server,Plant flowers,0
Take a ferry,Drive a truck,1
Go dancing,Interview someone,0
Water plants,Organize training,0
See a doctor,Do meditation,1
Mow the lawn,Eat balanced meals,0
Configure a network,Do exercise,0
Develop an application,Teach a language,0
Cook vegetables,Compose a song,0
Pay bills,Buy clothes,1
Prepare a dish,Cook rice,1
Practice boxing,Practice yoga,1
Secure a server,Analyze data,1
Write a message,Write a letter,1
Ride a scooter,Teach mathematics,0
Get a massage,Give a speech,0
Organize training,Prepare an exam,1
Do exercise,Take vitamins,1
Write a message,Do networking,1
Invest in stocks,Compare prices,1
Invest in stocks,Create a course,0
Cook vegetables,Prepare soup,1
Host a meeting,Interview someone,1
Take a ferry,Take the subway,1
Sculpt a statue,Sing a song,1
Cook rice,Prepare a smoothie,1
Swim in pool,Save money,0
Go dancing,Go shopping,0
Create an algorithm,Optimize a system,1
Prepare an exam,Get a massage,0
Compare prices,Plant flowers,0
Create a website,Trim trees,0
Plant flowers,Supervise students,0
Write a letter,Present a project,1
Deploy an application,Do dishes,0
Make a pie,Go skiing,0
Peel vegetables,Manage finances,0
Eat balanced meals,Drink plenty of water,1
Organize training,Give advice,1
Play football,Go dancing,1
Monitor a system,Make a pie,0
Pay bills,Mow the lawn,0
Draw a portrait,Tidy the house,0
Do exercise,Go grocery shopping,0
Lead a discussion,Explain a concept,1
Play violin,Go jogging,0
Take a bus,Practice relaxation,0
Write a letter,Cook a roast,0
Do accounting,Calculate expenses,1
Moderate a debate,Give a speech,1
See a doctor,Build an object,0
Walk in the city,Go rock climbing,0
Bake a cake,Make an omelet,1
Use an electric bike,Walk in the city,1
Play basketball,Go jogging,1
Prepare an exam,Lead a discussion,1
Make a pie,Go rock climbing,0
Make a phone call,Prepare a smoothie,0
Create a website,Calculate expenses,0
Create a course,Prepare a lesson,1
Tidy the house,Negotiate a contract,0
See a doctor,Do stretching,1
Paint a picture,Sleep enough,0
Play drums,Compose a song,1
Supervise students,Give advice,1
Create artwork,Sing a song,1
Prepare a lesson,Organize a conference,0
Give a presentation,Teach mathematics,1
Paint a picture,Negotiate a contract,0
Run a workshop,Do stretching,0
Cook rice,Pay bills,0
Prepare dessert,Open an account,0
Play violin,Repair a computer,0
Run a workshop,Practice boxing,0
Make a pie,Cook pasta,1
Practice boxing,Practice surfing,1
Take a plane,Take a ferry,1
Make a phone call,Write a report,1
Open an account,Compare prices,1
Give advice,Give a presentation,1
Play football,Make an omelet,0
Do exercise,Do meditation,1
Play piano,Do maintenance,0
Prepare an exam,Ride a motorcycle,0
Pay bills,Negotiate a price,1
Sleep enough,Program in Python,0
Play basketball,Swim in pool,1
Create a drawing,Play guitar,1
Give a presentation,Open an account,0
Give a presentation,Make a pie,0
Configure a network,Develop an application,1
Take vitamins,Drink plenty of water,1
Play violin,Sing a song,1
Use a scooter,Drive a car,1
Create a website,Do stretching,0
Paint a picture,Manage stress,0
Write a letter,Host a meeting,1
Host a meeting,Prepare an exam,0
Do networking,Play volleyball,0
Prepare an exam,Supervise students,1
Compare prices,Return a product,1
Play violin,Create artwork,1
Get a massage,Manage stress,1
Ride a scooter,Go rock climbing,0
Play guitar,Moderate a debate,0
Play guitar,Compose a melody,1
Prepare an exam,Run a workshop,1
Sculpt a statue,Make an omelet,0
Automate a task,Create a database,1
Do stretching,Maintain the garden,0
Create an algorithm,Test a program,1
Take a bus,Use a scooter,1
Make a sauce,Make an omelet,1
Analyze data,Speak in public,0
Plant flowers,Build an object,1
Prepare a salad,Ride a bike,0
Secure a server,Configure a network,1
Take a ferry,Run a marathon,0
Prepare a salad,Do maintenance,0
Sculpt a statue,Build an object,0
Ride a scooter,Drive a truck,1
Cook vegetables,Cook a roast,1
Create an algorithm,Use a taxi,0
Create a course,Teach a language,1
Do exercise,Take vitamins,1
Grill meat,Prepare soup,1
Compose a song,Play guitar,1
Play football,Prepare a lesson,0
Play guitar,Paint a picture,1
Mow the lawn,Paint a wall,1
Cook vegetables,Apply for credit,0
Drive a car,Take a bus,1
Prepare a smoothie,Interview someone,0
Take a ferry,Take a plane,1
Give a presentation,Manage finances,0
Repair a computer,Monitor a system,1
Create artwork,Compose a melody,1
See a doctor,Make an omelet,0
Repair furniture,Organize a closet,1
Go dancing,Run a marathon,1
Plant flowers,Do housework,1
Create an algorithm,Create a database,1
Repair furniture,Ride a bike,0
Lead a discussion,Secure a server,0
Prepare a smoothie,Use a scooter,0
Organize a conference,Return a product,0
Manage finances,Do accounting,1
Cook a roast,Write a letter,0
Swim in pool,Play violin,0
Write a message,Run a marathon,0
Host a meeting,Make a phone call,1
Water plants,Mow the lawn,1
Open an account,Ride a scooter,0
Play drums,Draw a portrait,1
Host a meeting,Speak in public,1
Bake bread,Prepare soup,1
Prepare a lesson,Calculate expenses,0
Mow the lawn,Make an omelet,0
Open an account,Write a song,0
Bake bread,Bake a cake,1
Practice boxing,Prepare an exam,0
Create a course,Paint a picture,0
Write a letter,Sleep enough,0
Bake a cake,Cook a roast,1
Do exercise,Bake a cake,0
Create a course,Give advice,1
Give advice,Paint a wall,0
Prepare an exam,Prepare dessert,0
Configure a network,Create an algorithm,1
Create a course,Wash windows,0
Drive a truck,Walk in the city,1
Repair a computer,Manage stress,0
Moderate a debate,Write a message,1
Prepare dessert,Prepare a smoothie,1
Make a phone call,Play drums,0
Drink plenty of water,Get a massage,1
Take a ferry,Hitchhike,1
Prepare a salad,Paint a wall,0
Take the train,Run a workshop,0
Take vitamins,Write a message,0
Bake a cake,Compose a melody,0
Explain a concept,Grill meat,0
Write a letter,Write a message,1
Tidy the house,Bake bread,0
Create a drawing,Take vitamins,0
Cook a roast,Bake bread,1
Do accounting,Take a plane,0
Compose a song,Compose a melody,1
Ride a motorcycle,Develop an application,0
Take a ferry,Take a bus,1
Organize a conference,Present a project,1
Automate a task,Repair a computer,1
Use an electric bike,Plant flowers,0
Practice yoga,Do physiotherapy,0
Sculpt a statue,Compose a melody,1
See a doctor,Do stretching,1
Use an electric bike,Drive a car,1
Cook vegetables,Prepare soup,1
Practice relaxation,Do networking,0
Plant flowers,Evaluate students,0
Pay bills,Practice relaxation,0
Compose a song,Speak in public,0
Build an object,Do housework,1
Drive a car,Ride a motorcycle,1
Tidy the house,Go rock climbing,0
Walk in the city,Take a ferry,1
Make an omelet,Bake bread,1
Develop an application,Do maintenance,1
Make a phone call,Practice relaxation,0
Manage finances,Pay bills,1
Compare prices,Lead a discussion,0
Write a letter,Negotiate a contract,1
Do stretching,Mow the lawn,0
Compare prices,Drive a car,0
Host a meeting,Write a report,1
Build an object,Ride a bike,0
Cook vegetables,Cook pasta,1
Apply for credit,Do accounting,1
Make a pie,Prepare an exam,0
Play violin,Prepare an exam,0
Open an account,Secure a server,0
Make a pie,Bake bread,1
Play piano,Compose a song,1
Improvise on piano,Do dishes,0
Create a website,Take photographs,0
Prepare a smoothie,Build an object,0
Run a workshop,Prepare a lesson,1
Lead a discussion,Speak publicly,0
Plant flowers,Do networking,0
Apply for credit,Use a scooter,0
Take a ferry,Monitor a system,0
Go dancing,Test a program,0
Do networking,Go skiing,0
Cook a roast,Prepare a dish,1
Grill meat,Prepare a dish,1
Compare prices,Maintain the garden,0
Take vitamins,Get a health checkup,1
Use a scooter,Walk in the city,1
Build an object,Mow the lawn,1
Cook rice,Prepare a smoothie,1
Maintain the garden,Wash windows,1
Organize training,Give a presentation,1
Play guitar,Take a ferry,0
Practice relaxation,Cook pasta,0
Go dancing,Organize a conference,0
Make an omelet,Cook pasta,1
Water plants,Organize a closet,1
Do stretching,Do physiotherapy,1
Sleep enough,Tidy the house,0
Hitchhike,Get a massage,0
Practice yoga,Use a scooter,0
Walk in the city,Take a ferry,1
Teach a language,Do tutoring,1
Do stretching,Trim trees,0
Get a massage,Do dishes,0
Use a scooter,Speak in public,0
Prepare dessert,Prepare a salad,1
Take a plane,Improvise on piano,0
Take a bus,Take a ferry,1
Do exercise,See a doctor,1
Do exercise,Manage budget,0
Play drums,Compose a song,1
Drive a truck,Practice boxing,0
Make a phone call,Send an email,1
Take a plane,Ride a bike,1
Host a meeting,Interview someone,1
Pay bills,Paint with watercolor,0
See a doctor,Drink plenty of water,1
Monitor a system,Automate a task,1
Practice boxing,Go jogging,1
Tidy the house,Wash windows,1
Develop an application,Create a website,1
Play drums,Teach a language,0
Use a scooter,Ride a motorcycle,1
Create a course,Teach mathematics,1
Paint a picture,Teach a language,0
Play football,Sleep enough,0
Make a pie,Lead a discussion,0
Compare prices,Open an account,1
Go skiing,See a doctor,0
Automate a task,Optimize a system,1
Use a scooter,Take a bus,1
Take a bus,Cook vegetables,0
Create artwork,Go dancing,0
Wash windows,Clean the house,1
Create a course,Do tutoring,1
Walk in the city,Play guitar,0
Do networking,Write a message,1
Take a ferry,Trim trees,0
Swim in pool,Go skiing,1
Play violin,Sculpt a statue,1
Do accounting,Invest in stocks,1
Plant flowers,Use an electric bike,0
Configure a network,Play tennis,0
Practice boxing,Run a workshop,0
Make a pie,Build an object,0
Apply for credit,Return a product,1
Practice yoga,Do weight training,1
Develop an application,Write a song,0
Build an object,Practice relaxation,0
Make a sauce,Analyze data,0
Create an algorithm,Deploy an application,1
Create a drawing,Make a sauce,0
Bake bread,Do maintenance,0
Practice yoga,Practice surfing,1
Play drums,Do physiotherapy,0
Drive a truck,Apply for credit,0
Drink plenty of water,Do exercise,1
Do stretching,Go skiing,0
Invest in stocks,Take a ferry,0
Play football,Practice boxing,1
Sing a song,Draw a portrait,1
Play violin,Write a song,1
Practice relaxation,Do stretching,1
Practice boxing,Develop an application,0
Invest in stocks,Open an account,1
Compare prices,Invest in stocks,1
Create a drawing,Sing a song,1
Make a phone call,Send an email,1
Drive a truck,Take a plane,1
Make a sauce,Repair furniture,0
Repair furniture,Trim trees,1
Moderate a debate,Speak publicly,1
Invest in stocks,Open an account,1
Create a website,Interview someone,0
Host a meeting,Moderate a debate,1
Make a phone call,Write a report,1
Write a letter,Do networking,1
Peel vegetables,Teach mathematics,0
Pay bills,Take care of skin,0
Write a message,Present a project,1
Prepare a dish,Bake a cake,1
Apply for credit,Plant flowers,0
Get a massage,Go dancing,0
Lead a discussion,See a doctor,0
Swim in pool,Go rock climbing,1
Plant flowers,Mow the lawn,1
Ride a scooter,Cook pasta,0
Tidy the house,Trim trees,1
Mow the lawn,Pay bills,0
Sleep enough,Get a health checkup,1
Make an omelet,Speak publicly,0
Peel vegetables,Sculpt a statue,0
Play basketball,Go hiking,1
Play guitar,Ride a scooter,0
Repair furniture,Mow the lawn,1
Sculpt a statue,Give a speech,0
Give a presentation,Organize a closet,0
Drive a car,Take a plane,1
Give advice,Organize training,1
Plant flowers,Mow the lawn,1
Do accounting,Grade papers,0
Play piano,Paint a picture,1
Bake bread,Drive a tractor,0
Create a drawing,Compose a song,1
Monitor a system,Automate a task,1
Drink plenty of water,Get fresh air,1
Make an omelet,Take the train,0
Shop online,Build an object,0
Make a phone call,Write a letter,1
Mow the lawn,Do dishes,1
Create a website,Sleep enough,0
Organize a conference,Present a project,1
See a doctor,Go rock climbing,0
Play violin,Play tennis,0
Go skiing,Use an electric bike,0
Go skiing,Ride a bike,1
Use an electric bike,Ride a motorcycle,1
Sleep enough,Shop online,0
Build an object,Paint with watercolor,0
Supervise students,Give a lesson,1
Monitor a system,Practice boxing,0
Get a massage,See a doctor,1
Prepare a lesson,Grade papers,1
Explain a concept,Give a lesson,1
Manage finances,Cook rice,0
Go dancing,Cook rice,0
Swim in pool,Create a website,0
Create an algorithm,Develop an application,1
Give a presentation,Do tutoring,1
Make a pie,Buy clothes,0
Lead a discussion,Give a presentation,0
Use an electric bike,Save money,0
Use an electric bike,Take the train,1
Configure a network,Give advice,0
Do networking,Manage stress,0
Moderate a debate,Organize training,0
Organize training,Prepare a lesson,1
Go dancing,Organize a conference,0
Automate a task,Organize training,0
Repair furniture,Make a pie,0
Bake a cake,Paint a picture,0
Sculpt a statue,Give a speech,0
Sing a song,Write a song,1
Mow the lawn,Grill meat,0
Tidy the house,Repair furniture,1
Deploy an application,Monitor a system,1
Shop online,Ride a motorcycle,0
Apply for credit,Take the subway,0
Sleep enough,Do meditation,1
Play football,Do dishes,0
Play piano,Sing a song,1
Explain a concept,Prepare a lesson,1
Get a massage,Create artwork,0
Mow the lawn,Supervise students,0
Compare prices,Manage finances,1
Configure a network,Deploy an application,1
Ride a scooter,Hitchhike,1
Drink plenty of water,Get fresh air,1
Sculpt a statue,Drive a truck,0
Automate a task,Grade papers,0
Cook a roast,Practice surfing,0
Plant flowers,Wash windows,1
Swim in pool,Go hiking,1
Practice relaxation,Develop an application,0
Bake bread,Go shopping,0
Sculpt a statue,Present a project,0
Mow the lawn,Plant flowers,1
Build an object,Create a course,0
Swim in pool,Take care of skin,0
Compose a song,Do exercise,0
Create a website,Evaluate students,0
Compare prices,Ride a bike,0
Secure a server,Create an algorithm,1
Mow the lawn,Water plants,1
Prepare an exam,Write a song,0
Run a workshop,Give a lesson,1
Drive a car,Play football,0
Invest in stocks,Play volleyball,0
Make an omelet,Eat balanced meals,0
Play football,Ride a bike,1
Repair a computer,Cook a roast,0
Cook vegetables,Host a meeting,0
Make an omelet,Teach a language,0
Practice boxing,Create artwork,0
Compare prices,Prepare a smoothie,0
Invest in stocks,Manage budget,1
Secure a server,Create a database,1
Compose a song,Organize a conference,0
Create a drawing,Invest in stocks,0
Grill meat,Sing a song,0
Compare prices,Go grocery shopping,1
Play basketball,Play volleyball,1
Host a meeting,Manage finances,0
Mow the lawn,Wash windows,1
Make an omelet,Cook vegetables,1
Create artwork,Negotiate a price,0
Organize a conference,Host a meeting,1
Make a sauce,Give a lesson,0
Walk in the city,Manage finances,0
Draw a portrait,Play drums,1
Make a pie,Prepare a dish,1
Moderate a debate,Prepare a lesson,0
Take vitamins,Return a product,0
Drink plenty of water,Take a bus,0
Compare prices,Open an account,1
Get a massage,Trim trees,0
Analyze data,Go skiing,0
Give advice,Organize training,1
Take a bus,Use a scooter,1
Play football,Go dancing,1
Create a drawing,Do tutoring,0
Lead a discussion,Teach mathematics,1
Water plants,Organize a closet,1
Go dancing,Play football,1
Configure a network,Test a program,1
Walk in the city,Mow the lawn,0
Play guitar,Improvise on piano,1
Ride a motorcycle,Drive a truck,1
Organize a conference,Negotiate a contract,1
Do exercise,Manage stress,1
Mow the lawn,Go to dentist,0
Negotiate a contract,Give a speech,1
Pay bills,Cook rice,0
Play basketball,Practice surfing,1
Use an electric bike,Save money,0
Prepare dessert,Ride a scooter,0
Practice relaxation,Play drums,0
Play piano,Take photographs,1
Write a message,Play tennis,0
Supervise students,Take vitamins,0
Give advice,Write a letter,0
Peel vegetables,Cook rice,1
Practice yoga,Negotiate a price,0
Go dancing,Practice boxing,1
Drive a truck,Plant flowers,0
Create a drawing,Play guitar,1
Supervise students,Explain a concept,1
Get a massage,Go hiking,0
Go skiing,Grill meat,0
Prepare a smoothie,Ride a motorcycle,0
Play violin,Play drums,1
Bake bread,Fix a leak,0
Create a website,Do dishes,0
Drive a car,Drive a truck,1
Bake bread,Cook rice,1
Play football,Do weight training,1
Bake a cake,Test a program,0
Do stretching,Do physiotherapy,1
Prepare dessert,Make a pie,1
Play basketball,Invest in stocks,0
Write a message,Negotiate a price,0
Draw a portrait,Give a presentation,0
Sleep enough,Get a massage,1
Use an electric bike,Hitchhike,1
Tidy the house,Take a plane,0
Maintain the garden,Water plants,1
Sing a song,Drive a car,0
Grill meat,Use a taxi,0
Make a pie,Play drums,0
Bake bread,Paint a picture,0
Explain a concept,Organize a conference,0
Make a phone call,Do networking,1
Pay bills,Do exercise,0
Sing a song,Do housework,0
Paint a picture,Play guitar,1
Create artwork,Sculpt a statue,1
Do stretching,Take care of skin,1
Use a scooter,Ride a scooter,1
Compare prices,Negotiate a price,1
Speak publicly,Organize a conference,1
Swim in pool,Give a presentation,0
Manage finances,Bake bread,0
Manage finances,Compare prices,1
Deploy an application,Secure a server,1
Organize training,Supervise students,1
Monitor a system,Write a report,0
Drive a truck,Give a presentation,0
Do stretching,Drive a car,0
Organize a conference,Write a message,1
Take a plane,Teach a language,0
Make a pie,Make an omelet,1
Play drums,Sing a song,1
Get a massage,Water plants,0
Teach a language,Organize training,1
Make a sauce,Take a ferry,0
See a doctor,Buy clothes,0
Wash windows,Install a shelf,1
Prepare a salad,Run a workshop,0
Draw a portrait,Ride a scooter,0
Cook rice,Play violin,0
Analyze data,Sculpt a statue,0
Take a bus,Do networking,0
Moderate a debate,Calculate expenses,0
Moderate a debate,Speak in public,1
Drink plenty of water,Do physiotherapy,1
Ride a scooter,Open an account,0
